TimeOfStop, SubAgency, Description, State, VehicleType, Year, Make, Color, ViolationType, Article, ContributedToAccident, Race, Gender, DriverCity, DriverState, DLState, ArrestType
14:00:00, 4th district Wheaton, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2009, TOYT, BLUE, Citation, Transportation Article, No, HISPANIC, F, SILVER SPRING, MD, MD, A - Marked Patrol
15:00:00, 1st district Rockville, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2007, BUICK, WHITE, Citation, Transportation Article, No, BLACK, F, GERMANTOWN, MD, MD, A - Marked Patrol
10:00:00, 5th district Germantown, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2005, FORD, BLUE, Citation, Transportation Article, No, WHITE, M, HYATTSVILLE, MD, MD, Q - Marked Laser
5:00:00, 3rd district Silver Spring, RECKLESS DRIVING, MD, 02 - Automobile, 2012, MERCEDES, SILVER, Citation, Transportation Article, No, ASIAN, M, ELKRIDGE, MD, NY, A - Marked Patrol
12:00:00, 6th district Gaithersburg / Montgomery Village, SPEEDING, MD, 02 - Automobile, 2016, TOYOTA, BLACK, Citation, Transportation Article, No, WHITE, M, HANOVER, MD, MD, A - Marked Patrol
22:00:00, 4th district Wheaton, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2005, CHEVY, GRAY, Citation, Transportation Article, No, BLACK, M, TEMPLE HILLS, MD, MD, A - Marked Patrol
17:00:00, 1st district Rockville, MINOR INFRACTION, MD, 02 - Automobile, 2014, HYUN, BLACK, Citation, Transportation Article, No, ASIAN, F, ROCKVILLE, MD, MD, A - Marked Patrol
12:00:00, 6th district Gaithersburg / Montgomery Village, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2000, TOYOTA, BLACK, Citation, Transportation Article, No, WHITE, M, GAITHERSBURG, MD, MD, A - Marked Patrol
23:00:00, 4th district Wheaton, PLATE VIOLATION, MD, 02 - Automobile, 2004, HONDA, BLACK, Citation, Transportation Article, No, WHITE, M, SILVER SPRING, MD, MD, A - Marked Patrol
16:00:00, 5th district Germantown, DRIVING UNINSURED VEHICLE, MD, 02 - Automobile, 2008, HYUNDI, SILVER, Citation, Transportation Article, No, BLACK, M, SILVER SPRING, MD, MD, A - Marked Patrol
14:00:00, 4th district Wheaton, DISOBEY TRAFFIC CONTROL, MD, 05 - Light Duty Truck, 2015, FORD, WHITE, Citation, Transportation Article, No, WHITE, M, SILVER SPRING, MD, MD, A - Marked Patrol
2:00:00, 3rd district Silver Spring, IMPAIRED BY DRUGS OR ALCOHOL, MD, 02 - Automobile, 2008, BUIC, BLACK, Citation, Transportation Article, No, HISPANIC, M, SILVER SPRING, MD, MD, A - Marked Patrol
14:00:00, 4th district Wheaton, MINOR INFRACTION, MD, 02 - Automobile, 2005, SUBA, BLUE LIGHT, Citation, Transportation Article, No, HISPANIC, F, SILVER SPRING, MD, MD, A - Marked Patrol
23:00:00, 4th district Wheaton, SPEEDING, MD, 02 - Automobile, 2000, HONDA, GRAY, Citation, Transportation Article, No, WHITE, M, ROCKVILLE, MD, MD, Q - Marked Laser
18:00:00, 4th district Wheaton, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2014, NISSAN, WHITE, Citation, Transportation Article, No, HISPANIC, M, ROCKVILLE, MD, MD, A - Marked Patrol
0:00:00, 1st district Rockville, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2011, CHEV, GRAY, Citation, Transportation Article, No, BLACK, M, ROCKVILLE, MD, GA, A - Marked Patrol
20:00:00, 1st district Rockville, RECKLESS DRIVING, MD, 02 - Automobile, 2011, INFINITY, RED, Citation, Transportation Article, No, WHITE, F, GAITHERSBURG, MD, MD, A - Marked Patrol
12:00:00, 6th district Gaithersburg / Montgomery Village, ACCIDENT RELATED, MD, 02 - Automobile, 2005, NISSAN, BLUE, Citation, Transportation Article, Yes, WHITE, M, CHEVERLY, MD, MD, A - Marked Patrol
22:00:00, 4th district Wheaton, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2003, TOYOTA, RED, Citation, Transportation Article, No, BLACK, M, BURTONSVILLE, MD, MD, A - Marked Patrol
18:00:00, 4th district Wheaton, SPEEDING, MD, 02 - Automobile, 1997, FORD, BLACK, Citation, Transportation Article, Yes, HISPANIC, M, DAMASCUS, MD, MD, A - Marked Patrol
1:00:00, 5th district Germantown, IMPAIRED BY DRUGS OR ALCOHOL, VA, 06 - Heavy Duty Truck, 2000, GMC, ORANGE, Citation, Transportation Article, No, BLACK, M, GAITHERSBURG, MD, MD, A - Marked Patrol
13:00:00, 5th district Germantown, ACCIDENT RELATED, MD, 02 - Automobile, 2007, FORD, GREEN, Citation, Transportation Article, No, BLACK, M, NORTH POTOMAC, MD, MD, A - Marked Patrol
22:00:00, 3rd district Silver Spring, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2007, DODGE, SILVER, Citation, Transportation Article, No, WHITE, F, WASHINGTON, DC, MD, A - Marked Patrol
9:00:00, 2nd district Bethesda, MINOR INFRACTION, MD, 02 - Automobile, 2008, CHEVY, SILVER, Citation, Transportation Article, No, WHITE, M, ROCKVILLE, MD, MD, A - Marked Patrol
10:00:00, 4th district Wheaton, PLATE VIOLATION, MD, 02 - Automobile, 1999, HOND, SILVER, Citation, Transportation Article, No, BLACK, M, SILVER SPRING, MD, MD, A - Marked Patrol
11:00:00, 3rd district Silver Spring, LEARNING DRIVER WITHOUT SUPERVISION, MD, 02 - Automobile, 2005, HONDA, SILVER, Citation, Transportation Article, No, HISPANIC, F, ADELPHI, MD, MD, A - Marked Patrol
2:00:00, 2nd district Bethesda, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2007, HONDA, BLUE, Citation, Transportation Article, No, ASIAN, F, BETHESDA, MD, MD, A - Marked Patrol
11:00:00, 4th district Wheaton, ACCIDENT RELATED, MD, 02 - Automobile, 2002, JEEP, SILVER, Citation, Transportation Article, No, HISPANIC, F, MONTGOMERY VILLAGE, MD, MD, A - Marked Patrol
18:00:00, 2nd district Bethesda, PLATE VIOLATION, MD, 02 - Automobile, 2012, MINI, GRAY, Citation, Transportation Article, No, WHITE, F, ROCKVILLE, MD, MD, A - Marked Patrol
13:00:00, 3rd district Silver Spring, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2013, BMW, BLACK, Citation, Transportation Article, No, BLACK, F, ELLICOTT CITY, MD, MD, A - Marked Patrol
19:00:00, 4th district Wheaton, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2006, CHRY, BLUE DARK, Citation, Transportation Article, No, WHITE, M, SILVER SPRING, MD, MD, A - Marked Patrol
10:00:00, 3rd district Silver Spring, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 1997, TOYT, SILVER, Citation, Transportation Article, No, BLACK, F, LAUREL, MD, MD, A - Marked Patrol
0:00:00, 5th district Germantown, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2014, SCION, ORANGE, Citation, Transportation Article, No, WHITE, M, OLNEY, MD, MD, A - Marked Patrol
19:00:00, 1st district Rockville, MINOR INFRACTION, MD, 02 - Automobile, 2013, MAZDA, WHITE, Citation, Transportation Article, No, WHITE, M, GAITHERSBURG, MD, MD, A - Marked Patrol
17:00:00, 1st district Rockville, RECKLESS DRIVING, MD, 02 - Automobile, 2008, HOND, WHITE, Citation, Transportation Article, No, BLACK, F, GERMANTOWN, MD, MD, A - Marked Patrol
12:00:00, 3rd district Silver Spring, MINOR INFRACTION, MD, 02 - Automobile, 2012, TOYOTA, GREEN LGT, Citation, Transportation Article, No, WHITE, F, SILVER SPRING, MD, MD, A - Marked Patrol
9:00:00, 4th district Wheaton, RECKLESS DRIVING, MD, 02 - Automobile, 2005, DODG, ORANGE, Citation, Transportation Article, No, HISPANIC, M, SILVER SPRING, MD, MD, A - Marked Patrol
3:00:00, 6th district Gaithersburg / Montgomery Village, MINOR INFRACTION, MD, 02 - Automobile, 2008, HONDA, BLACK, Citation, Transportation Article, No, BLACK, M, MONTGOMERY VILLAGE, MD, MD, A - Marked Patrol
0:00:00, 2nd district Bethesda, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2006, HYUN, SILVER, Citation, Transportation Article, No, BLACK, M, HYATTSVILLE, MD, MD, Q - Marked Laser
22:00:00, 3rd district Silver Spring, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2008, MAZDA, BLUE LIGHT, Citation, Transportation Article, No, BLACK, M, TAKOMA PARK, MD, MD, A - Marked Patrol
8:00:00, 6th district Gaithersburg / Montgomery Village, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2003, FORD, BLUE, Citation, Transportation Article, No, BLACK, F, MONTGOMERY VILLAGE, MD, CA, A - Marked Patrol
21:00:00, 4th district Wheaton, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2007, CHRYSLER, BLACK, Citation, Transportation Article, No, HISPANIC, M, SILVER SPRING, MD, MD, A - Marked Patrol
20:00:00, 5th district Germantown, ACCIDENT RELATED, MD, 02 - Automobile, 2015, HONDA, GRAY, Citation, Transportation Article, No, OTHER, F, POOLESVILLE, MD, MD, A - Marked Patrol
0:00:00, 2nd district Bethesda, IMPAIRED BY DRUGS OR ALCOHOL, MD, 02 - Automobile, 2003, TOYOTA, RED, Citation, Transportation Article, No, WHITE, M, BETHESDA, MD, MD, A - Marked Patrol
0:00:00, 5th district Germantown, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2008, NISS, BLACK, Citation, Transportation Article, No, BLACK, M, GERMANTOWN, MD, MD, A - Marked Patrol
0:00:00, 3rd district Silver Spring, IMPAIRED BY DRUGS OR ALCOHOL, MD, 02 - Automobile, 2011, TOYOTA, BLUE, Citation, Transportation Article, No, BLACK, M, SILVER SPRING, MD, MD, A - Marked Patrol
14:00:00, 4th district Wheaton, DISOBEY TRAFFIC CONTROL, MD, 02 - Automobile, 2005, TOYT, BLACK, Citation, Transportation Article, No, BLACK, F, LAUREL, MD, MD, A - Marked Patrol
3:00:00, 4th district Wheaton, RECKLESS DRIVING, MD, 02 - Automobile, 2014, HONDA, BLACK, Citation, Transportation Article, No, HISPANIC, M, ROCKVILLE, MD, MD, A - Marked Patrol
0:00:00, 3rd district Silver Spring, IMPAIRED BY DRUGS OR ALCOHOL, MD, 02 - Automobile, 1996, NISSAN, TAN, Citation, Transportation Article, No, BLACK, F, BURTONSVILLE, MD, MD, A - Marked Patrol
16:00:00, 6th district Gaithersburg / Montgomery Village, IMPAIRED BY DRUGS OR ALCOHOL, MD, 02 - Automobile, 2006, NISSAN, GRAY, Citation, Transportation Article, No, BLACK, M, GERMANTOWN, MD, MD, A - Marked Patrol
20:00:00, 5th district Germantown, LEARNING DRIVER WITHOUT SUPERVISION, MD, 02 - Automobile, 2007, MERCEDES, BLACK, Citation, Transportation Article, No, BLACK, M, GERMANTOWN, MD, MD, A - Marked Patrol
17:00:00, 5th district Germantown, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2005, CADILLAC, BLACK, Citation, Transportation Article, No, BLACK, F, GERMANTOWN, MD, MD, A - Marked Patrol
14:00:00, 4th district Wheaton, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2002, NISSAN, GRAY, Citation, Transportation Article, No, BLACK, F, COLUMBIA, MD, MD, A - Marked Patrol
14:00:00, 4th district Wheaton, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2006, MERZ, TAN, Citation, Transportation Article, No, WHITE, M, SILVER SPRING, MD, MD, A - Marked Patrol
19:00:00, 3rd district Silver Spring, RECKLESS DRIVING, MD, 02 - Automobile, 2004, KIA, SILVER, Citation, Transportation Article, No, HISPANIC, F, SILVER SPRING, MD, MD, A - Marked Patrol
23:00:00, 5th district Germantown, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2010, CHEVY, RED, Citation, Transportation Article, No, WHITE, M, GERMANTOWN, MD, MD, A - Marked Patrol
15:00:00, 3rd district Silver Spring, LICENSE OR REGISTRATION RELATED, WA, 02 - Automobile, 2000, MERZ, WHITE, Citation, Transportation Article, No, BLACK, F, SILVER SPRING, MD, MD, A - Marked Patrol
12:00:00, 6th district Gaithersburg / Montgomery Village, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2014, CHEVY, BEIGE, Citation, Transportation Article, No, WHITE, M, GAITHERSBURG, MD, FL, A - Marked Patrol
19:00:00, 5th district Germantown, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2008, HYUNDAI, GRAY, Citation, Transportation Article, No, BLACK, M, HAGERSTOWN, MD, MD, A - Marked Patrol
20:00:00, 2nd district Bethesda, PLATE VIOLATION, VA, 02 - Automobile, 2010, DODGE, GRAY, Citation, Transportation Article, No, WHITE, M, DUMFRIES, VA, VA, A - Marked Patrol
9:00:00, 3rd district Silver Spring, SPEEDING, MD, 02 - Automobile, 2005, CHRY, BLACK, Citation, Transportation Article, No, BLACK, M, BOWIE, MD, MD, A - Marked Patrol
2:00:00, 5th district Germantown, LICENSE OR REGISTRATION RELATED, CA, 02 - Automobile, 2014, NISSAN, SILVER, Citation, Transportation Article, No, BLACK, M, GERMANTOWN, MD, MD, A - Marked Patrol
11:00:00, 3rd district Silver Spring, PLATE VIOLATION, MD, 02 - Automobile, 2003, TOYOTA, GOLD, Citation, Transportation Article, No, HISPANIC, M, SILVER SPRING, MD, MD, A - Marked Patrol
23:00:00, 6th district Gaithersburg / Montgomery Village, RECKLESS DRIVING, MD, 02 - Automobile, 2007, HONDA, WHITE, Citation, Transportation Article, No, HISPANIC, F, BROOKEVILLE, MD, MD, A - Marked Patrol
3:00:00, 2nd district Bethesda, RECKLESS DRIVING, WV, 02 - Automobile, 1997, PLYMOUTH, GREEN DK, Citation, Transportation Article, No, BLACK, M, GERMANTOWN, MD, MD, A - Marked Patrol
17:00:00, 3rd district Silver Spring, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2003, DODGE, GREEN, Citation, Transportation Article, No, HISPANIC, F, SILVER SPRING, MD, MD, A - Marked Patrol
1:00:00, 5th district Germantown, IMPAIRED BY DRUGS OR ALCOHOL, MD, 02 - Automobile, 2004, FORD, RED, Citation, Transportation Article, No, BLACK, M, GERMANTOWN, MD, MD, A - Marked Patrol
8:00:00, 2nd district Bethesda, PLATE VIOLATION, VA, 02 - Automobile, 2006, HOND, SILVER, Citation, Transportation Article, No, BLACK, F, BROOKLYN, NY, NY, A - Marked Patrol
9:00:00, 6th district Gaithersburg / Montgomery Village, MINOR INFRACTION, MD, 02 - Automobile, 1993, TOYT, GOLD, Citation, Transportation Article, No, WHITE, M, ROCKVILLE, MD, MD, A - Marked Patrol
13:00:00, 4th district Wheaton, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2012, CHEVY, BLACK, Citation, Transportation Article, No, BLACK, F, SILVER SPRING, MD, MD, A - Marked Patrol
10:00:00, 2nd district Bethesda, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2012, CHEVY, SILVER, Citation, Transportation Article, No, WHITE, F, KENSINGTON, MD, MD, A - Marked Patrol
23:00:00, Headquarters and Special Operations, IMPAIRED BY DRUGS OR ALCOHOL, MD, 02 - Automobile, 2010, TOYOTA, WHITE, Citation, Transportation Article, No, HISPANIC, M, BETHESDA, MD, MD, B - Unmarked Patrol
22:00:00, 5th district Germantown, LICENSE OR REGISTRATION RELATED, CA, 06 - Heavy Duty Truck, 2008, FORD, BLACK, Citation, Transportation Article, No, BLACK, M, GERMANTOWN, MD, CA, A - Marked Patrol
19:00:00, 2nd district Bethesda, IMPAIRED BY DRUGS OR ALCOHOL, MD, 05 - Light Duty Truck, 2010, TOYOTA, TAN, Citation, Transportation Article, No, WHITE, M, BETHESDA, MD, MD, A - Marked Patrol
9:00:00, 4th district Wheaton, SPEEDING, MD, 02 - Automobile, 2014, BMW, BLACK, Citation, Transportation Article, No, BLACK, M, OLNEY, MD, MD, A - Marked Patrol
7:00:00, 4th district Wheaton, PLATE VIOLATION, MD, 02 - Automobile, 2009, DODGE, SILVER, Citation, Transportation Article, No, BLACK, M, BLADENSBURG, MD, MD, A - Marked Patrol
14:00:00, 3rd district Silver Spring, MINOR INFRACTION, MD, 02 - Automobile, 2014, FORD, GRAY, Citation, Transportation Article, No, BLACK, F, WASHINGTON, DC, DC, A - Marked Patrol
4:00:00, 1st district Rockville, IMPAIRED BY DRUGS OR ALCOHOL, MD, 02 - Automobile, 2006, HONDA, GREEN, Citation, Transportation Article, Yes, BLACK, M, POOLESVILLE, MD, MD, A - Marked Patrol
14:00:00, 3rd district Silver Spring, SPEEDING, MD, 02 - Automobile, 2015, TOYOTA, BLACK, Citation, Transportation Article, No, OTHER, M, GAITHERSBURG, MD, MD, Q - Marked Laser
23:00:00, 3rd district Silver Spring, IMPAIRED BY DRUGS OR ALCOHOL, MD, 02 - Automobile, 2004, FORD, RED, Citation, Transportation Article, No, HISPANIC, M, HYATTSVILLE, MD, LA, A - Marked Patrol
9:00:00, 4th district Wheaton, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 1994, HONDA, BLACK, Citation, Transportation Article, No, BLACK, M, SILVER SPRING, MD, MD, A - Marked Patrol
12:00:00, 3rd district Silver Spring, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2012, FORD, RED, Citation, Transportation Article, No, WHITE, F, SILVER SPRING, MD, IL, A - Marked Patrol
20:00:00, 5th district Germantown, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2000, TOYOTA, BEIGE, Citation, Transportation Article, No, OTHER, M, GERMANTOWN, MD, XX, A - Marked Patrol
23:00:00, 2nd district Bethesda, VEHICLE OR EQUIPMENT VIOLATION, MD, 02 - Automobile, 2003, HOND, SILVER, Citation, Transportation Article, No, WHITE, M, BETHESDA, MD, MD, A - Marked Patrol
0:00:00, 5th district Germantown, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2008, TOYT, BLUE, Citation, Transportation Article, No, WHITE, M, MONTGOMERY VILLAGE, MD, MD, A - Marked Patrol
11:00:00, 3rd district Silver Spring, LICENSE OR REGISTRATION RELATED, SC, 02 - Automobile, 2013, NISSAN, BLACK, Citation, Transportation Article, No, BLACK, M, ADELPHI, MD, VA, A - Marked Patrol
5:00:00, 4th district Wheaton, IMPAIRED BY DRUGS OR ALCOHOL, MD, 02 - Automobile, 2004, CHEV, SILVER, Citation, Transportation Article, No, WHITE, M, SILVER SPRING, MD, MD, A - Marked Patrol
23:00:00, 6th district Gaithersburg / Montgomery Village, MINOR INFRACTION, MD, 02 - Automobile, 2000, HONDA, GRAY, Citation, Transportation Article, No, HISPANIC, F, GAITHERSBURG, MD, MD, A - Marked Patrol
1:00:00, 6th district Gaithersburg / Montgomery Village, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2011, TOYT, BLACK, Citation, Transportation Article, No, WHITE, M, ROCKVILLE, MD, MD, A - Marked Patrol
2:00:00, 3rd district Silver Spring, MINOR INFRACTION, MD, 02 - Automobile, 2010, HYUN, RED, Citation, Transportation Article, No, BLACK, M, BROOKLYN, MD, MD, A - Marked Patrol
22:00:00, 3rd district Silver Spring, DISOBEY TRAFFIC CONTROL, MD, 02 - Automobile, 2009, TOYT, SILVER, Citation, Transportation Article, No, WHITE, F, MONTGOMERY VILLAGE, MD, MD, A - Marked Patrol
2:00:00, 4th district Wheaton, PLATE VIOLATION, MD, 02 - Automobile, 2000, ACUR, MAROON, Citation, Transportation Article, No, HISPANIC, M, SILVER SPRING, MD, MD, A - Marked Patrol
21:00:00, 4th district Wheaton, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2008, CHEV, WHITE, Citation, Transportation Article, No, WHITE, F, SILVER SPRING, MD, MD, A - Marked Patrol
17:00:00, 4th district Wheaton, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 1990, HONDA, WHITE, Citation, Transportation Article, No, WHITE, M, GAITHERSBURG, MD, MD, A - Marked Patrol
11:00:00, 4th district Wheaton, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2006, TOYOTA, BLACK, Citation, Transportation Article, No, HISPANIC, M, SILVER SPRING, MD, MD, Q - Marked Laser
9:00:00, 3rd district Silver Spring, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2009, TOYT, TAN, Citation, Transportation Article, No, BLACK, F, BALTIMORE, MD, MD, A - Marked Patrol
1:00:00, 2nd district Bethesda, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2014, TOYOTA, RED, Citation, Transportation Article, No, BLACK, M, LAUREL, MD, MD, A - Marked Patrol
8:00:00, 3rd district Silver Spring, PHONE RELATED, MD, 02 - Automobile, 2009, TOYT, GRAY, Citation, Transportation Article, No, BLACK, F, WEST HYATTSVILLE, MD, MD, A - Marked Patrol
21:00:00, 3rd district Silver Spring, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2001, BMW, GREEN DK, Citation, Transportation Article, No, BLACK, M, BELTSVILLE, MD, MD, A - Marked Patrol
15:00:00, 3rd district Silver Spring, PLATE VIOLATION, MD, 01 - Motorcycle, 2010, HONDA, RED, Citation, Transportation Article, No, WHITE, F, ROCKVILLE, MD, MD, A - Marked Patrol
8:00:00, 4th district Wheaton, LEARNING DRIVER WITHOUT SUPERVISION, MD, 05 - Light Duty Truck, 2006, FORD, BLUE DARK, Citation, Transportation Article, No, HISPANIC, M, HYATTSVILLE, MD, MD, A - Marked Patrol
7:00:00, 4th district Wheaton, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2011, NISSAN, BLACK, Citation, Transportation Article, No, BLACK, M, DISTRICT HEIGHTS, MD, MD, A - Marked Patrol
22:00:00, 3rd district Silver Spring, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2006, DODGE, BLUE DARK, Citation, Transportation Article, No, BLACK, M, SILVER SPRING, MD, MD, A - Marked Patrol
21:00:00, 5th district Germantown, PLATE VIOLATION, MD, 02 - Automobile, 2005, CHEV, GRAY, Citation, Transportation Article, No, WHITE, M, ROCKVILLE, MD, MD, A - Marked Patrol
2:00:00, 5th district Germantown, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2007, BMW, BLACK, Citation, Transportation Article, No, WHITE, F, CLARKSBURG, MD, MD, A - Marked Patrol
8:00:00, 4th district Wheaton, DISOBEY TRAFFIC CONTROL, MD, 02 - Automobile, 2014, HONDA, BLACK, Citation, Transportation Article, No, HISPANIC, F, ROCKVILLE, MD, MD, A - Marked Patrol
14:00:00, 4th district Wheaton, ACCIDENT RELATED, US, 28 - Other, 2015, UNKNOWN, WHITE, Citation, Transportation Article, No, BLACK, M, BALTIMORE, MD, MD, A - Marked Patrol
10:00:00, 3rd district Silver Spring, ACCIDENT RELATED, MD, 05 - Light Duty Truck, 1999, CHEV, RED, Citation, Transportation Article, No, BLACK, M, LAUREL, MD, MD, A - Marked Patrol
0:00:00, 2nd district Bethesda, MINOR INFRACTION, MD, 02 - Automobile, 2013, TOYOTA, GRAY, Citation, Transportation Article, No, BLACK, M, GAITHERSBURG, MD, MD, A - Marked Patrol
18:00:00, 4th district Wheaton, PHONE RELATED, MD, 02 - Automobile, 2014, NISSAN, WHITE, Citation, Transportation Article, No, HISPANIC, M, ROCKVILLE, MD, MD, A - Marked Patrol
13:00:00, 1st district Rockville, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2007, CHEV, SILVER, Citation, Transportation Article, No, BLACK, M, SUITLAND, MD, MD, A - Marked Patrol
10:00:00, 1st district Rockville, SPEEDING, MD, 05 - Light Duty Truck, 2008, LNDR, WHITE, Citation, Transportation Article, No, WHITE, M, OLNEY, MD, MD, Q - Marked Laser
18:00:00, 4th district Wheaton, PHONE RELATED, MD, 02 - Automobile, 2014, NISSAN, WHITE, Citation, Transportation Article, No, HISPANIC, M, ROCKVILLE, MD, MD, A - Marked Patrol
19:00:00, 6th district Gaithersburg / Montgomery Village, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2007, TOYOTA, RED, Citation, Transportation Article, No, BLACK, F, GAITHERSBURG, MD, MD, A - Marked Patrol
3:00:00, 3rd district Silver Spring, MINOR INFRACTION, MD, 02 - Automobile, 2010, FORD, BLACK, Citation, Transportation Article, No, WHITE, M, GLEN BURNIE, MD, MD, A - Marked Patrol
13:00:00, 1st district Rockville, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2009, HONDA, ORANGE, Citation, Transportation Article, No, WHITE, M, FORT WASHINGTON, MD, VI, A - Marked Patrol
19:00:00, 2nd district Bethesda, MINOR INFRACTION, MD, 02 - Automobile, 2007, VOLVO, GRAY, Citation, Transportation Article, No, WHITE, M, CHEVY CHASE, MD, MD, A - Marked Patrol
4:00:00, 3rd district Silver Spring, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 1989, TOYOTA, RED, Citation, Transportation Article, No, BLACK, M, LANDOVER HILLS, MD, MD, A - Marked Patrol
0:00:00, 4th district Wheaton, RECKLESS DRIVING, MD, 02 - Automobile, 2007, JEEP, WHITE, Citation, Transportation Article, No, HISPANIC, M, HYATTSVILLE, MD, MD, A - Marked Patrol
7:00:00, 4th district Wheaton, SPEEDING, MD, 03 - Station Wagon, 2005, LEXUS, SILVER, Citation, Transportation Article, No, BLACK, M, COLUMBIA, MD, MD, Q - Marked Laser
8:00:00, 4th district Wheaton, SPEEDING, MD, 02 - Automobile, 2003, OLDS, GREEN LGT, Citation, Transportation Article, No, BLACK, F, ROCKVILLE, MD, MD, Q - Marked Laser
18:00:00, 5th district Germantown, MINOR INFRACTION, MD, 02 - Automobile, 2004, FORD, GREEN, Citation, Transportation Article, No, BLACK, M, GERMANTOWN, MD, MD, A - Marked Patrol
2:00:00, 4th district Wheaton, PLATE VIOLATION, MD, 02 - Automobile, 2003, ACURA, WHITE, Citation, Transportation Article, No, HISPANIC, M, HYATTSVILLE, MD, MD, A - Marked Patrol
22:00:00, 4th district Wheaton, SPEEDING, MD, 02 - Automobile, 2007, HYUN, WHITE, Citation, Transportation Article, No, WHITE, M, OLNE, MD, MD, Q - Marked Laser
18:00:00, 4th district Wheaton, LEARNING DRIVER WITHOUT SUPERVISION, MD, 02 - Automobile, 2014, NISSAN, WHITE, Citation, Transportation Article, No, HISPANIC, M, ROCKVILLE, MD, MD, A - Marked Patrol
8:00:00, Headquarters and Special Operations, MINOR INFRACTION, MD, 02 - Automobile, 2015, KIA, SILVER, Citation, Transportation Article, No, ASIAN, M, ROCKVILLE, MD, MD, A - Marked Patrol
19:00:00, 4th district Wheaton, VEHICLE OR EQUIPMENT VIOLATION, MD, 02 - Automobile, 2004, CHEVORLET, BEIGE, Citation, Transportation Article, No, HISPANIC, M, SILVER SPRING, MD, MD, A - Marked Patrol
20:00:00, 6th district Gaithersburg / Montgomery Village, SPEEDING, MD, 02 - Automobile, 2006, HOND, SILVER, Citation, Transportation Article, No, BLACK, F, MONTGOMERY VILLAGE, MD, MD, A - Marked Patrol
21:00:00, 2nd district Bethesda, IMPAIRED BY DRUGS OR ALCOHOL, MD, 02 - Automobile, 2000, HONDA, GREEN, Citation, Transportation Article, No, WHITE, M, SILVER SPRING, MD, MD, B - Unmarked Patrol
21:00:00, 2nd district Bethesda, IMPAIRED BY DRUGS OR ALCOHOL, MD, 02 - Automobile, 2000, HONDA, GREEN, Citation, Transportation Article, No, WHITE, M, SILVER SPRING, MD, MD, B - Unmarked Patrol
16:00:00, 3rd district Silver Spring, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2003, FORD, BLUE LIGHT, Citation, Transportation Article, No, HISPANIC, M, HYATTSVILLE, MD, MD, A - Marked Patrol
